"Origin","OriginTerm","CoreTerm"
"icd10cm:S62637B:official+abbr","disp fx of dist phalanx of l little finger, init for opn fx","dist phalanx l little finger init opn fx disp fx"
"icd10cm:S62637D:official","displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with routine healing","distal phalanx left little finger subsequent encounter fracture routine healing displaced fracture"
"icd10cm:S62637D:official+abbr","disp fx of dist phalanx of l lit fngr, 7thd","dist phalanx l lit fngr 7thd disp fx"
"icd10cm:S62637G:official","displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with delayed healing","distal phalanx left little finger subsequent encounter fracture delayed healing displaced fracture"
"icd10cm:S62637G:official+abbr","disp fx of dist phalanx of l lit fngr, 7thg","dist phalanx l lit fngr 7thg disp fx"
"icd10cm:S62637K:official","displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with nonunion","distal phalanx left little finger subsequent encounter fracture nonunion displaced fracture"
"icd10cm:S62637K:official+abbr","disp fx of dist phalanx of l lit fngr, 7thk","dist phalanx l lit fngr 7thk disp fx"
"icd10cm:S62637P:official","displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with malunion","distal phalanx left little finger subsequent encounter fracture malunion displaced fracture"
"icd10cm:S62637P:official+abbr","disp fx of dist phalanx of l lit fngr, 7thp","dist phalanx l lit fngr 7thp disp fx"
"icd10cm:S62637S:official","displaced fracture of distal phalanx of left little finger, sequela","distal phalanx left little finger sequela displaced fracture"
"icd10cm:S62637S:official+abbr","disp fx of distal phalanx of left little finger, sequela","distal phalanx left little finger sequela disp fx"
"icd10cm:S62638A:official","displaced fracture of distal phalanx of other finger, initial encounter for closed fracture","distal phalanx finger initial encounter closed fracture displaced fracture"
"icd10cm:S62638A:official+abbr","disp fx of distal phalanx of oth finger, init for clos fx","distal phalanx oth finger init clos fx disp fx"
"icd10cm:S62638B:official","displaced fracture of distal phalanx of other finger, initial encounter for open fracture","distal phalanx finger initial encounter open fracture displaced fracture"
"icd10cm:S62638B:official+abbr","disp fx of distal phalanx of oth finger, init for opn fx","distal phalanx oth finger init opn fx disp fx"
"icd10cm:S62638D:official","displaced fracture of distal phalanx of other finger, subsequent encounter for fracture with routine healing","distal phalanx finger subsequent encounter fracture routine healing displaced fracture"
"icd10cm:S62638D:official+abbr","disp fx of dist phalanx of finger, subs for fx w routn heal","dist phalanx finger subs fx w routn heal disp fx"
